SHELF,URL,TITLE,AUTHOR,ILLUSTRATOR,YEAR,PUBLISHER,RATING,TOTAL_RATING,TOTAL_REVIEW,GENRES,DESCRIPTION,IMAGE_FILE,image_ok,brightness_mean,saturation_mean,warna_1,warna_pct_1,warna_h_1,warna_s_1,warna_v_1,warna_hex_1,warna_2,warna_pct_2,warna_h_2,warna_s_2,warna_v_2,warna_hex_2,warna_3,warna_pct_3,warna_h_3,warna_s_3,warna_v_3,warna_hex_3,warna_4,warna_pct_4,warna_h_4,warna_s_4,warna_v_4,warna_hex_4,warna_5,warna_pct_5,warna_h_5,warna_s_5,warna_v_5,warna_hex_5,warna_kategori,hue_dominant,teks_coverage,n_region_teks,ocr_teks,judul_match_score,error_modul_b,yolo_n_objek,yolo_objek,yolo_objek_unik,yolo_ada_manusia,detr_ada_manusia,detr_objek_n,detr_objek_list,gaya_ilustrasi,gaya_skor,gaya_prob_photograph,gaya_prob_hand_drawn,gaya_prob_abstract,gaya_prob_flat_graphic,gaya_prob_text_dominant,ocr_text,ocr_confidence,ocr_zone,clip_font_1,clip_score_1,clip_cat_1,clip_font_2,clip_score_2,clip_cat_2,clip_font_3,clip_score_3,clip_cat_3,clip_font_4,clip_score_4,clip_cat_4,clip_font_5,clip_score_5,clip_cat_5,clip_margin,tipe_font,font_source,match_type,typeface_kategori,typeface_low_conf,typeface_paper,typeface_paper_source,typeface_paper_low_conf
fiksi,https://www.goodreads.com/book/show/23246303-3360,3360,Daniel Mahendra,,2014,PT Grasindo,3.64,33,6,"Sastra Indonesia, Fiksi","Untuk mereka yang tidak pernah tahu ada kereta api.
Untuk mereka yang tahu ada kereta api, tetapi tak merasa perlu mencobanya.
Untuk mereka yang ingin naik kereta api, pergi ke stasiun, namun tak pernah berani menaikinya.
dan untuk mereka yang bermimpi naik kereta api, pergi ke stasiun, antre beli tiket, lantas pergi menggunakan kereta api; mendatangi tujuan hidupnya.
* * *
Di usianya yang belum lagi tiga puluh tahun, Ra merasa kariernya mentok. Ia telah melakukan semuanya. Juga mencapai segalanya. Tetapi ia ingin melakukan sesuatu yang lebih. Yang selama ini jadi impian terbesarnya. Yaitu menyusuri jalur kereta api di seluruh dunia.
Siapa nyana, rencana kepergian Ra bukan tanpa rintangan. Tentang Damar, kekasihnya yang lenyap entah ke mana. Tentang mamanya yang tinggal di rumah sakit jiwa",2014_3360.jpg,True,0.653,0.3658,ungu,53.61,132.24,88.19,165.26,#836ca5,ungu,33.74,131.09,105.63,153.64,#715a99,ungu,8.82,132.62,36.81,213.81,#c3b7d5,biru,3.17,95.04,223.36,175.26,#1695af,putih,0.66,29.37,4.14,252.37,#fcfcf8,ungu,132.24,0.2815,210.0,LIAT  (LN LN au td  untuk pergi  Cer) Cra  JESS  ==  it~  a  merana 2  +  Va,0.0,,0,,0,False,False,0,,text_dominant,0.4639,0.2711,0.0327,0.0954,0.1074,0.4639,Daniel   Mahendra Kembeli,0.647,full,Be Vietnam Pro,0.2939,sans_serif,Over the Rainbow,0.2928,script,Kalam,0.2901,script,Cairo,0.2892,sans_serif,Zeyada,0.2891,script,0.0011,Daniel,DaFont,ocr_partial,unknown,False,Script,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/1561952._Aku_Kesepian_Sayang_Datanglah_Menjelang_Kematian_,"""Aku Kesepian, Sayang."" ""Datanglah, Menjelang Kematian.""",Seno Gumira Ajidarma,,2004,Gramedia Pustaka Utama,3.43,413,52,"Cerita Pendek, Fiksi, Sastra, Sastra Indonesia, Antologi","Rumah adalah semesta manusia. Semesta adalah rumah manusia. Suka atau tidak, manusia berumah dalam semesta, menjadikan rumah dan semesta sebagai dunianya-dan tiada tempat lain ke mana ia bisa pergi jika tidak bisa hidup di dalamnya. Lima belas cerita dalam buku ini berkisah tentang mereka yang harus hidup dalam suatu dunia, yang barangkali memang tidak dibuat untuk mereka, sehingga merasa terasing-seperti mungkin dialami setiap orang yang terlanjur lahir meski tidak meminta: mungkin saja seperti Anda.","2004_Aku_Kesepian,_Sayang._Datanglah,_Menjelang_Kematian..jpg",True,0.6815,0.1866,biru,40.4,108.91,59.42,77.02,#3b424d,putih,37.83,10.88,5.22,252.8,#fcf9f7,putih,9.46,127.58,11.32,241.27,#e9e7f1,kuning,8.06,28.25,212.53,237.8,#ede028,merah,4.26,9.86,79.96,118.31,#765c51,biru,108.91,0.2374,109.0,"LN  Dear yang  4  leds,  Lebar",40.0,,1,person,1,True,True,1,person,photograph,0.8824,0.8824,0.0055,0.0256,0.0103,0.0081,"8 d m "" 5 1",0.682,full,Rozha One,0.2538,modern_serif,Piazzolla,0.253,modern_serif,IM Fell English,0.252,modern_serif,Vidaloka,0.2486,modern_serif,Cinzel,0.2486,modern_serif,0.0008,Rozha One,CLIP_only,clip_unlisted,modern_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/30328943-anak-ini-mau-mengencingi-jakarta,"""Anak ini Mau Mengencingi Jakarta?"": Cerpen Pilihan KOMPAS 2015",Ahmad Tohari,,2016,Penerbit Buku Kompas,3.82,188,43,"Fiksi, Cerita Pendek, Sastra Indonesia","Ini antara lain membuktikan regenerasi dalam dunia kepenulisan tanah air terus berlangsung. Nama-nama besar seperti Budi Darma, Ahmad Tohari, Putu Wijaya, dan Martin Aleida terus menulis dan menghasilkan karya-karya yang tetap bernas. Lalu ada nama besar lainnya: Seno Gumira Ajidarma, Jujur Prananto, Gde Aryantha Soethama, Indra Tranggono, disusul nama-nama yang lebih muda seperti Agus Noor, Triyanto Triwikromo, Gus tf Sakai, Warih Wisatsana, Djenar Maesa Ayu, Oka Rusmini, dan Joko Pinurbo. Mereka generasi kedua dan ketiga yang menulis dengan penuh kegairahan. Generasi keempat muncul penulis-penulis muda penuh bakat seperti Faisal Oddang, Anggun Prameswari, Ni Komang Ariani, dan Miranda Seftiana. Mereka menulis dengan penuh daya jelajah, seperti siap melampaui batas imajinasi yang mampu ki",2016_Anak_ini_Mau_Mengencingi_Jakarta_Cerpen_Pilihan_KOMPAS_2015.jpg,True,0.6629,0.2998,abu,35.33,124.22,16.69,214.38,#cac9d6,merah,34.48,125.8,167.93,133.97,#3c2e85,putih,16.35,28.75,21.49,219.11,#dbdac9,biru,10.63,97.96,37.16,100.76,#556164,hitam,3.21,100.07,161.3,18.36,#070e12,abu,124.22,0.659,2752.0,"N coe  Nyasa  AQ  ee  Beste  wy  ""ANAK  ENE  da  =  MENGE!  CINGI  Hak  Si  CART AZ”  at  Ka  din a  oh,  wet  ee?  44  one  ately  ana  mn  “Utada  KH  x  ""3  25  Pa  sd  EN  Nya  |  pe  pth  os",53.968.253.968.253.900,,0,,0,False,False,0,,collage,0.2143,0.1828,0.1814,0.0239,0.2073,0.1902,"""ANAK INI KOMPAS MAU MENGENCINGI",0.827,full,Rozha One,0.2584,modern_serif,Merienda,0.2565,script,Fjalla One,0.2504,display,Pirata One,0.2498,display,Abril Fatface,0.2493,display,0.0019,Rozha One,CLIP_only,clip_unlisted,modern_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/39931289-tidak-ada-surga-bagi-manusia-ujar-penumpang-misterius-itu,"""Tidak Ada Surga bagi Manusia,"" Ujar Penumpang Misterius Itu: Cerpen-Cerpen Eksperimental 2018",Ahmad Sufiatur Rahman,,2018,Basabasi,3.13,16,6,"Sastra Indonesia, Fiksi","Dari sekian banyak cerpen yang diterima Dewan Juri Lomba Cerpen Eksperimental Basabasi, beberapa tampil menarik dengan memakai dialog pingpong ala Putu Wijaya; menerapkan inisialisasi nama tokoh dan absurditas Kafka; berusaha liris seperti Linus; meminjam aliran kesadaran Joyce; bermain tipografi seperti Sutardji dalam puisi; tampil formal dan dingin dengan sintaksis ala teks alihbahasa dari Inggris ke Indonesia. Di toples yang lain, ada cerpen-cerpen yang menjauhi eksperimentasi bentuk dan mengambil fokus pada penafsiran ulang terhadap realitas atau dongeng-dongeng lama, misalnya, dengan menceritakan Pinokio sebagai anak sial yang tak diakui ibu-bapaknya, menempatkan imajinasi sebagaimana delusi, memberikan pemaknaan lain terhadap surga, terhadap kematian, dan lainnya.
Buku ini berisi sep","2018_Tidak_Ada_Surga_bagi_Manusia,_Ujar_Penumpang_Misterius_Itu_C.jpg",True,0.7768,0.1189,putih,65.47,23.9,11.23,237.49,#edebe3,hijau,10.89,60.52,65.71,68.99,#334433,oranye,10.76,21.16,42.83,186.15,#bab19b,abu,6.72,142.22,6.28,160.02,#9f9ca0,biru,6.15,112.2,175.15,70.14,#162346,putih,23.9,0.5523,5808.0,"Ahmad Sufiatur Rahman, dkk.  TIDAK  — A  LS  SURCA  NN  BAGI  MANUSIA,  UJAR PENUMPANG MISTERIUS ITU  yf  a II Ih  1  Cerpen-Cerpen  Eksperimental 2018  fn",7.872.340.425.531.910,,1,person,1,True,False,1,kite,hand_drawn,0.4133,0.0907,0.4133,0.0231,0.2476,0.2078,Cerpen-Cerpen BAGI UJAR PENUMPANG MISTERIUS ITU Eksperimental 2018 SURGA,0.866,full,Bodoni Moda,0.2466,modern_serif,GFS Didot,0.2434,modern_serif,Vidaloka,0.2428,modern_serif,Pirata One,0.2405,display,IM Fell English,0.2405,modern_serif,0.0032,Mental,DaFont,ocr_partial,unknown,False,Serif,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/22468118-crazylove,#CrazyLove: Mantan,Dy Lunaly,,2014,Bentang Belia,3.49,41,7,"Sastra Indonesia, Fiksi","My Ex Boyfriend?
Hahaha, aneh banget nama toko ini! Segitu cintanya mungkin, ya, orang yang punya toko ini sama mantan dia, sampai dijadiin nama toko.
Karena penasaran, aku pun masuk ke toko. WOW! Semua yang dijual di situ ternyata barang pemberian mantan! Dan, nggak cuma sedikit, tapi banyak banget. Dari yang mainstream kayak cincin tunangan sampai mantel bulu yang aneh banget. Bukan, semua bukan bekasnya si pemilik seorang, melainkan milik orang-orang yang punya mantan dan menjual barang pemberian mantan mereka di toko ini.
Berarti banyak banget, ya, orang-orang yang jualin barang-barang mantannya. Biar bisa move on? Mungkin sudah saatnya aku juga melakukan ini sekarang. Atau, kamu juga perlu? Lenyapnya barang dari mantan, terhapus pula bayang-bayang sosok mantan yang terus menghantui ki",2014_#CrazyLove_Mantan.jpg,True,0.8982,0.3042,merah,64.9,163.66,30.83,246.63,#f6d9e9,ungu,14.92,134.3,215.53,188.24,#671dbc,ungu,14.64,133.26,126.86,199.24,#8f65c7,abu,2.84,16.04,27.49,187.08,#bbb2a7,oranye,2.7,19.04,226.09,237.15,#eda01b,merah,163.66,0.5013,441.0,"beige  rN  KS  TX  Fa,  1  it  # (razylove  MANTAM",8.333.333.333.333.330,,1,teddy bear,1,False,False,1,teddy bear,text_dominant,0.3512,0.0598,0.2252,0.0503,0.2658,0.3512,Aiu Ahra] Ayuwidya] Dylunaly] Christina JuZwa8,0.483,full,Mountains of Christmas,0.2888,script,Merienda,0.2887,script,Over the Rainbow,0.2866,script,Crafty Girls,0.2808,script,Kalam,0.2795,script,0.0001,Christina,DaFont,ocr_partial,unknown,False,Script,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/43358855-galauisme-rasain-galau-baru-keren,#galauisme Rasain Galau Baru Keren,Habibun Nazar,,2018,Puspa Populer,3.5,2,2,"Sastra Indonesia, Fiksi","Galauisme menceritakan kegalauan anak muda bernama Abib dalam menemukan cinta sejatinya. Mengawali perjalanan cinta di dunia maya absurd. Setelah cukup mental di dunia maya, ia pun memulai pertualangan di dunia nyata. Ia selalu bermasalah dengan makhluk bernama cewe. Cerita cintanya , gak cuma ditolak, dikacangin, ditolak sama mantan, dibikin baper. Baca komik kocak ini kamu bakal ngerasain yang namanya galau sampai akhir... Sebentar-bentarnya ketawa, sedih, kesal, geli, komplit deh !",2018_#galauisme_Rasain_Galau_Baru_Keren.jpg,True,0.8403,0.1516,putih,63.63,107.05,20.13,247.97,#e4ecf7,hijau,15.04,41.96,60.21,94.41,#565e48,oranye,8.71,13.37,38.99,212.12,#d4c2b4,merah,7.1,7.71,143.56,200.17,#c87258,ungu,5.52,148.58,58.19,173.89,#aa86ad,putih,107.05,0.5935,1391.0,"populer  Habibun Nazar @gaiau.isme  alau  an “Risme  cw  rn  ~~  Galau bukanlah hal yang menyenangkan  demi kata di buku ini menjadikan kita  dan tak mudah untuk ditinggalkan, kata  lupa kalau galau i",5.588.235.294.117.640,,3,person,1,True,True,1,person,hand_drawn,0.319,0.2695,0.319,0.0112,0.1864,0.1861,Baru Galau bukanlah hal yang menyenangkan Iupa kalau galau itu ada. Habibun Nazar @galau_isme,0.769,full,Rozha One,0.2395,modern_serif,Pirata One,0.2319,display,Merienda,0.2308,script,Gentium Book Plus,0.2297,slab_serif,Laila,0.2289,slab_serif,0.0076,Rozha One,CLIP_only,clip_unlisted,modern_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/31287933-temantapimenikah,#TemantapiMenikah,Ayudia Bing Slamet,,2016,Elex Media Komputindo,3.55,1176,96,"Roman, Novel, Sastra Indonesia, Remaja, Kontemporer","Dia sahabat gue.
Selama 13 tahun, gue hanya menunggu dengan tulus tanpa pernah sekali pun menyatakan cinta.
Gue mempersiapkan diri untuk menembak wanita yang tepat di waktu yang tepat.
Dia selalu konsisten menyebutkan permainan perkusi gue keren,
dan gue juga konsisten ingin menjadikan dia teman hidup gue, dari dulu.
Lihatlah usaha gue untuk jadiin lo milik gue selamanya.
Bosan itu pasti, tapi kita jangan pernah saling pergi ya, Cha.",2016_#TemantapiMenikah.jpg,True,0.9343,0.9252,kuning,91.47,28.01,252.24,253.6,#fdec03,abu,5.55,28.72,26.4,60.15,#3c3c36,kuning,1.5,27.45,194.16,99.82,#635b18,abu,1.18,125.52,16.31,62.74,#3b3a3e,merah,0.31,178.32,209.36,234.85,#ea2a37,kuning,28.01,0.1181,1657.0,AEON Mana JANTAN ONAAY LINI  —— #TEMANTAPIMENIKAH,100.0,,0,,0,False,False,0,,text_dominant,0.6014,0.0495,0.0067,0.2262,0.0978,0.6014,ELEX MGPHUTINDO,0.879,full,Be Vietnam Pro,0.2372,sans_serif,Hanken Grotesk,0.2301,sans_serif,Teko,0.2298,sans_serif,Urbanist,0.2269,sans_serif,Ubuntu,0.2264,sans_serif,0.0071,Be Vietnam Pro,CLIP_only,clip_unlisted,sans_serif,True,Sans-serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/20317160-bukan-salah-waktu,(Bukan) Salah Waktu,Nastiti Denny,,2013,Pustaka Populer (Bentang Pustaka),2.93,42,15,"Sastra Indonesia, Novel","Tahukah Kau, Sayang ….
Aku mencintaimu lebih dari apapun. Aku rela kehilangan segalanya kecuali kamu. Aku sanggup melepas duniaku demi dunia kita bersama.
Namun, ketika waktu bergulir tanpa bisa dibendung, ketika kenyataan memaksa untuk dipahami, ketika kesalahan memohon untuk dimaafkan, kurasa aku tak sanggup Sayang ….
Entahlah, siapa yang harus memahami dan mengalah. Tapi mungkin, aku butuh seribu cara untuk mengobati luka hati ini.",2013_(Bukan)_Salah_Waktu.jpg,True,0.9454,0.1116,putih,59.72,11.6,4.42,252.37,#fcf9f8,putih,18.33,126.08,10.94,247.2,#efedf7,merah,9.75,176.19,132.46,225.73,#e16d7c,merah,7.58,9.33,124.03,231.18,#e79877,hijau,4.62,61.24,32.21,119.85,#687769,putih,11.6,0.4948,278.0,Nastiti Denny  8  NINA  7>  a Sala4 le  a  10  N  6 5  “ayang satu di ambara #3  tecwat masa MV,4.210.526.315.789.470,,1,clock,1,False,False,0,,hand_drawn,0.6323,0.0428,0.6323,0.042,0.1153,0.0584,Mastiti Denny Wak+e,0.863,full,Kalam,0.2122,script,Over the Rainbow,0.2093,script,Zeyada,0.208,script,Kaushan Script,0.2078,script,Crafty Girls,0.2078,script,0.0029,Kalam,Google Fonts,clip,script,True,Script,from_existing,True
fiksi,https://www.goodreads.com/book/show/36428717-im-perfect-serenade,(im)Perfect Serenade: Love in Verona,Irene Dyah,,2017,Gramedia Pustaka Utama,3.65,66,19,"Sastra Indonesia, Roman, Fiksi","Setiap perjalanan pasti butuh kata pulang, dan pulang bagimu saat ini adalah kepadaku, kepada yang kita bangun bersama enam tahun terakhir.
Kalimat itu barangkali menggetarkan hati sebagian orang. Namun bagi Seren, permohonan romantis dari suaminya terdengar seperti lelucon di siang bolong. Bagaimana tidak? Dia sedang menikmati masa terbaiknya bekerja di Juliet Club dan tinggal di kota secantik Verona! Ditambah bonus tampan nan sulit ditolak bernama Aris Zanetti, pria idaman berkualitas 4B (bibit, bebet, bobot, bule) yang masih terlihat macho meski tengah menggenggam pink gelato. Lagi pula, bukankah suaminya pun sedang bersenang-senang bersama si Kuku Merah? Mau hancur ya hancur saja sekalian. Tapi, apa kata dunia nanti, bila seorang ikon wanita bercitra kisah cinta sempurna seperti Serena",2017_(im)Perfect_Serenade_Love_in_Verona.jpg,True,0.9547,0.3699,oranye,35.89,16.8,162.08,248.21,#f8ae5a,oranye,27.67,15.79,81.38,252.61,#fcd4ac,putih,17.94,3.86,2.12,254.23,#fefcfc,biru,12.12,109.92,97.37,190.02,#7690be,putih,6.37,149.45,22.79,247.88,#f6e2f7,oranye,16.8,0.7898,1146.0,|)  ba  UI  FA  cm ERE SERENADE  Love in Verona  anne  Fa  Be  IRENE DYAH,7.777.777.777.777.770,,2,stop sign,1,False,False,1,car,text_dominant,0.6121,0.0075,0.1742,0.0316,0.1439,0.6121,Love in Verona,0.587,full,Be Vietnam Pro,0.2925,sans_serif,Merienda,0.2922,script,Great Vibes,0.2835,script,Indie Flower,0.2835,script,Tangerine,0.2805,script,0.0003,Verona,DaFont,ocr_partial,unknown,False,Script,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/19546574-me-mories,(Me)mories,Nay Sharaya,,2014,Grasindo,3.61,85,25,"Sastra Indonesia, Novel, Roman","Kau menganggapku seorang puteri, bukan? Lalu, apa jadinya jika kau tahu, sosok puteri yang diam-diam menyergap hatimu ini hanya seorang makhluk aneh kesepian, yang kehilangan jati dirinya. Apakah cinta akan tetap sama?
Ternyata, ini hanyalah tentang sepenggal kisah-kisah di ujung hari yang menunggu akhir. Tapi, saat ia ingin menyerah, seseorang tiba-tiba membuat janji.
“Membuat kamu aman adalah kegemaranku yang baru. Jadi siap-siap saja aku lindungi, oke?”
Hanya karena sebuah janji, sesuatu berubah. Sebuah janji yang membuatnya mulai percaya dan berharap. Namun kemudian, ia sadar bahwa sebuah janji tak akan pernah bertahan lama. Karena itu, ia memutuskan untuk menjauh dan bertahan dengan caranya sendiri.
""Pernah suatu saat aku mencoba membayangkan masa depanku. Kau tahu? Membayangkan masa ",2014_(Me)mories.jpg,True,0.9151,0.1681,oranye,79.45,21.81,37.3,248.64,#f8edd4,kuning,9.14,26.38,44.84,201.58,#c9c4a6,ungu,5.59,149.51,101.35,159.81,#9d609f,oranye,5.24,20.17,62.96,136.29,#887d67,putih,0.6,162.71,28.36,228.11,#e4cbda,oranye,21.81,0.6088,476.0,"Yati  Nay Sharaya  Se  Ud  OS,  XG  “oI”  (We )manies  kal. Ri  bagi  done  ng 4  Uu  “$",60.0,,1,tie,1,False,False,1,tie,flat_graphic,0.5505,0.0118,0.0549,0.1496,0.5505,0.1216,Nay Sharaya,0.637,full,Crafty Girls,0.309,script,Mountains of Christmas,0.3014,script,Merienda,0.2993,script,Indie Flower,0.2946,script,Rajdhani,0.2936,display,0.0076,Crafty Girls,CLIP_only,clip_unlisted,unknown,True,Script,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/32193299-never-looking-back,(Never) Looking Back,Elvira Natali,,2016,GagasMedia,3.73,26,8,"Sastra Indonesia, Fiksi","Si Casta bersahabat sejak kecil dengan Kevin, lalu menjadi sepasang kekasih ketika mereka remaja. Namun, keduanya berpisah untuk mengejar mimpi masing-masing. Mereka bertemu kembali ketika keduanya sudah mapan dengan mimpi mereka dan memiliki pasangan baru. Kevin sudah memiliki Misca dan Casta sudah memiliki Philip, seorang seniman patung pasir. Mereka ada dalam pertaruhan hati; apakah akan terus menjaga cinta mereka dengan pasangan yang baru atau kembali menjalin cinta lama. Di sanalah keteguhan hati mereka diuji.
Casta dan Philip bertemu di sebuah toko souvenir di London. Akhirnya, mereka berteman dan saling memercayakan kisah hidup mereka. Kehilangan di masa lalu menjadi persamaan mereka untuk saling menguatkan.
(Im)Perfection adalah kisah tentang bagaimana seseorang yang bersungguh-sun",2016_(Never)_Looking_Back.jpg,True,0.8362,0.3262,oranye,50.46,12.37,47.17,244.05,#f4d9c7,oranye,29.45,11.41,117.79,214.57,#d69874,oranye,8.85,12.28,192.97,102.3,#663819,oranye,7.13,21.52,89.81,110.82,#6e6248,putih,4.11,123.51,28.99,242.69,#dad7f2,oranye,12.37,0.9319,2700.0,(5  1  Fr  LAN |  aa  AY  Lf  VE  (IT  An)  ‘|  (LZ  SOO  Ae  Pate  = Na  NG  BD) ja  a  Vi  NYA  ira,40.0,,6,scissors,1,False,False,0,,text_dominant,0.5227,0.2788,0.0365,0.0108,0.0503,0.5227,"NATALI Saya langsung jatuh cintadengan ceritanya sejak halaman pertama ELVIRA ERISCA FEBRIANI , penulis Dear Nathan Philip dan Casta dicerhakan dengan sangat m",0.803,full,Sancreek,0.2827,display,Creepster,0.2814,display,Michroma,0.2808,display,New Rocker,0.279,display,Luckiest Guy,0.2783,script,0.0013,Nathan,DaFont,ocr_partial,unknown,False,Fancy,weighted_vote,False
puisi-asli,https://www.goodreads.com/book/show/5330055-oratorium-paskah,(Oratorium) Paskah,Wendoko,,2006,Penerbit Akubaca,3.86,7,2,"Sastra Indonesia, Puisi","Gelap menajam. Cahaya kusut - tersaput kabut merapat
Angin sebentar diam. Cuaca mati, tapi hawa menyengat
Lalu seperti senyap. Jam memberat -
tersendat di dua belas lewat
Dan sebelum yang ketiga,
tubuh itu meneteskan darah!
dari Gethsemane, Bagian I Agnus Dei, Miserere nobis",2006_(Oratorium)_Paskah.jpg,True,0.1132,0.3432,hitam,41.76,109.14,94.4,20.68,#0d0f14,hitam,25.74,110.08,55.92,23.45,#121417,hitam,22.34,109.7,134.57,17.64,#080b11,hijau,6.69,44.36,37.13,65.27,#3d4138,hijau,3.47,54.15,32.05,169.9,#98a994,hitam,109.14,0.2606,492.0,7  (ORATORIUM)  PASKAH  WEN oD Oc Kk O,9.444.444.444.444.440,,0,,0,False,False,1,cow,photograph,0.605,0.605,0.0342,0.2531,0.0041,0.0708,PASKAH (ORATORIUM),0.722,full,Oranienbaum,0.2969,modern_serif,GFS Didot,0.285,modern_serif,Rozha One,0.2824,modern_serif,Bodoni Moda,0.2812,modern_serif,Vidaloka,0.2807,modern_serif,0.0119,Oranienbaum,DaFont,clip,humanist_serif,False,Serif,from_existing,False
fiksi,https://www.goodreads.com/book/show/25735340-s-he-is-my-girl,(S)he Is My Girl,Chyntia Yanetha,,2015,Gramedia Pustaka Utama,2.56,62,22,"Sastra Indonesia, Remaja, Roman, Fiksi, Novel, Musik, Roman Kontemporer","Di kali keempatnya mengikuti audisi Akademi Golden Voices, meski sempat mendapatkan penolakan pahit dari Phillip − si Tuan Arogan yang menjadi salah satu juri − akhirnya Alexa berhasil lolos. Tapi… bukan tanpa syarat. Syarat itu bahkan begitu tak masuk akal. Bayangkan! ALEXA HARUS MENYAMAR JADI LAKI-LAKI!
Alasannya sederhana, karena Phillip menganggap Alexa sebagai itik buruk rupa yang tidak menarik menjadi perempuan, tapi cukup menarik sebagai laki-laki. Tawaran itu begitu tidak masuk akal, sekaligus begitu menggiurkan. Tak mau menyia-nyiakan kesempatan, Alexa menerima tawaran itu. Lagi pula, Alexa memang sudah sering dikira laki-laki, jadi apa susahnya sih menyamar jadi laki-laki? Tapi, bagaimana jadinya kalau ternyata si Tuan Arogan malah jatuh cinta pada si Itik Buruk Rupa? Dan… apa iy",2015_(S)he_Is_My_Girl.jpg,True,0.8498,0.6979,merah,62.77,171.04,224.72,231.29,#e71c59,putih,12.97,153.62,18.91,247.3,#f7e6f5,merah,12.56,170.08,191.56,150.13,#96264b,putih,7.51,67.99,3.53,252.62,#f9fcfa,ungu,4.19,134.17,241.68,38.57,#130226,merah,171.04,0.8415,431.0,Da  MEI:  Nuh  Ca,3.478.260.869.565.210,,0,,0,False,False,0,,text_dominant,0.7374,0.0662,0.0167,0.015,0.1429,0.7374,GIRL,0.666,full,Enriqueta,0.2653,slab_serif,Laila,0.2647,slab_serif,Kameron,0.2634,slab_serif,Crafty Girls,0.2631,script,Ultra,0.2623,slab_serif,0.0006,Enriqueta,Google Fonts,clip,unknown,True,Serif,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/16005229-un-affair,[un]affair,Yudhi Herwibowo,,2012,Penerbit Katta,3.31,26,13,"Sastra Indonesia, Roman, Novel, Fiksi","Aku diam. Kali ini dengan debar jantung yang mulai bereaksi. Kudekatkan wajahku pada rambutnya, dan aroma ginseng samar yang bercampur aroma pewangi tubuhnya terhirup seakan asap ganja yang masuk ke rongga dada. Melegakan untuk sejenak-duajenak.
Setitik air kemudian kulihat luruh di dahinya. Semula aku mengira itu adalah sisa air hujan di rambutnya. Namun ternyata bukan. Rambutnya telah kering sejak tadi, sehingga kuduga itu pastilah titik keringat yang muncul karena cuaca yang mulai berubah, tak lagi dingin.
Titik air itu bergerak ritmis bagai gerakan titik embun di helai daun. Tak bisa kupungkiri, sekian lama kedua mataku telah memilih kedua matanya, sekian lama sekat-sekat pikiranku memilih bayangannya untuk hadir, sekian lama apa pun yang ada pada dirinya menjadi sesuatu yang penting u",2012_[un]affair.jpg,True,0.7212,0.3692,oranye,50.13,11.41,55.41,209.79,#d1b4a4,oranye,29.09,16.49,125.57,193.35,#c19562,oranye,13.62,12.67,189.57,66.97,#422511,putih,5.94,166.05,21.32,223.62,#dfcdd5,hitam,1.23,168.56,231.43,7.62,#070103,oranye,11.41,0.3914,218.0,P3  wd  affair  a novel by yudhi herwibowa.-  rm  |  “Gb  dik  ita  1  eS  J  |,60.0,,1,couch,1,False,False,2,book|couch,photograph,0.3491,0.3491,0.0886,0.0595,0.1647,0.2471,lak novel by yudhi herwibowa alfair seharusnya datangs cuIlal,0.641,full,Fjalla One,0.2646,display,Abril Fatface,0.2622,display,Michroma,0.2602,display,Fredoka,0.2587,display,Almendra,0.2581,humanist_serif,0.0024,Fjalla One,CLIP_only,clip_unlisted,display,True,Fancy,from_existing,True
